student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
735,16.9,100,7.5,92.7,A
736,16.1,73.3,6,70.3,C
737,20.4,86.8,7.2,86.9,B
738,20.6,67.4,5.7,79.2,C
739,3.7,69.3,6.8,62.2,D
740,0,70.6,8.2,63.9,D
741,22,82.3,5.6,81.1,B
742,23.3,82.8,6.6,90.9,A
743,7.9,88,8.5,82.7,B
744,2,93,5.7,69.1,D
745,15.7,81,3.7,71,C
746,21.5,85.4,7.4,88,B
747,27.6,71.9,8.9,88.8,B
748,18.6,68.9,8.6,82.8,B
749,12.4,67,7.4,69.2,D
750,8.7,92.8,1.3,73.7,C
751,15.1,80.9,4.7,73.9,C
752,12.9,62.5,4.8,69.9,D
753,7.9,84.2,6.1,73.4,C
754,29.3,70,9.4,94.2,A
755,27.5,100,3.8,92.6,A
756,23,78.1,10,86.4,B
757,8.6,93.2,5.2,76.7,C
758,21,98.1,4.5,86.1,B
759,19.5,73.5,7.7,76.8,C
760,18.1,85.9,7.8,89.7,B
761,23.7,91.6,7.3,94.4,A
762,19.4,86.4,4.5,80.5,B
763,20.2,89.3,7,87.8,B
764,19.5,69,3.9,80.3,B
765,17.4,91.6,4.4,85,B
766,2.5,79.2,5.8,66.4,D
767,15.6,89.2,4.4,78.8,C
768,11.1,96,8.1,77.5,C
769,6,93,4.8,76.2,C
770,26.8,89.2,5.6,92.6,A
771,27.1,92.7,4.2,92.5,A
772,24.5,93.3,8.1,93.8,A
773,16.8,100,4.7,85.2,B
774,24.5,84.6,8.3,85.7,B
775,15.1,87,8.1,83.3,B
776,16.4,96.2,5.1,81.2,B
777,7.3,79.1,6.1,72.8,C
778,17.8,69,5.1,71.9,C
779,15.4,90.9,7.1,84.4,B
780,5.9,82.5,5.6,74.8,C
781,14.6,70.5,5.2,73.7,C
782,14.4,91,6.1,81.9,B
783,27.6,100,2.8,92.8,A
784,21.3,65.4,5.8,81.8,B
785,15.1,97.3,7.3,84.8,B
786,16.7,54.6,6.3,71.3,C
787,15.3,80.2,7.9,84.4,B
788,13.6,100,5.2,84.5,B
789,7.4,81.1,5.1,64.8,D
790,13.9,86.1,3.8,73.8,C
791,9.8,94.2,5.2,79.7,C
792,6.2,64.4,9.9,68.6,D
793,18.6,85.9,6.6,87,B
794,17.7,85.8,4.8,85.6,B
795,2.5,100,4,70.9,C
796,14.1,70.2,2.8,66.1,D
797,22,80.4,4.3,79.6,C
798,22.4,73.9,7.5,81.2,B
799,22.2,72.6,5.1,83.6,B
800,15.3,98.5,4.1,78.7,C
801,9.1,85.3,4.3,74.9,C
802,7.4,78.3,7.3,76.7,C
803,17.4,78.8,5.8,80.9,B
804,17.7,78.2,4.7,78.4,C
805,24,79.3,5.4,82.5,B
806,22.7,69.8,10,89.7,B
807,14.1,81.9,8.4,79.4,C
808,6.3,80.7,8.9,77.3,C
809,12.8,75.9,2.5,69.4,D
810,16.5,86.9,5.7,75,C
811,13.6,87.9,4.7,76.7,C
812,11,78.3,7.1,74.4,C
813,16.8,83.3,8.1,81.9,B
814,11.5,100,6.7,80.6,B
815,10.6,100,4.3,80.9,B
816,17.2,72.4,4.7,76.8,C
817,12.2,74,7.2,73.6,C
818,16.7,72.3,7.4,76.5,C
819,16.9,97.7,6.3,82.2,B
820,7,80.2,6.3,72.4,C
821,11.6,87.9,6.1,81.8,B
822,25.1,100,6.5,96.8,A
823,6.9,84.9,7.4,72.8,C
824,0.2,93.5,7.3,78.5,C
825,2,91.2,6,70.5,C
826,15.2,77.9,5.9,73.5,C
827,15.2,97.7,5.8,79.5,C
828,14.2,74.8,4.4,69.7,D
829,23.5,100,4.4,89.9,B
830,0,78,7.1,65.8,D
831,17.8,79.3,4.6,75.5,C
832,25.9,71.9,7.6,82,B
833,7.1,73.9,5.9,65.8,D
834,12.3,79.9,7.6,74.5,C
835,9.7,55.8,7.3,69.2,D
836,8.7,82.2,7.7,80.8,B
837,12.7,78.9,5,79.6,C
838,25,94.5,6.8,93,A
839,27.9,90.1,7.5,90.8,A
840,12.6,76.5,2.9,68.5,D
841,28.3,79.5,9.4,93.4,A
842,15.2,82.2,10,82.3,B
843,27.3,100,7.9,97.2,A
844,14.3,75.1,7.6,82.7,B
845,15.9,76.4,7.2,78.7,C
846,17.6,71.5,5.4,82.2,B
847,37.3,67.2,5.8,85.7,B
848,21,88.7,7.9,88.5,B
849,10,87.4,4.1,74.8,C
850,21.8,100,3.9,84,B
851,12.5,97.5,5.2,83.1,B
852,11.6,100,7.3,88,B
853,21.4,84.1,4.3,88,B
854,15.2,81.9,5.5,78.8,C
855,17,69.4,5.8,68.9,D
856,15.1,93.4,4,81.1,B
857,17.4,86.4,1.1,77.7,C
858,18,92.8,3.9,80.9,B
859,1.4,71.3,6.5,65.2,D
860,19.7,89.2,7,83.8,B
861,8.1,87.5,7,75.6,C
862,4.9,86.7,7.2,76.6,C
863,14.6,76.8,4.7,78.5,C
864,15.6,99.3,4.3,78.8,C
865,10.1,100,6.8,80.2,B
866,20.8,71.7,5.6,73.3,C
867,5.6,93.6,7.8,82.8,B
868,12.2,50.5,6.8,68,D
869,10.9,93,8.6,75.9,C
870,14.7,62.6,5.1,69.4,D
871,17,78.7,8.1,80,B
872,7.9,69.2,10,70.6,C
873,20.1,82.4,6.1,85.2,B
874,15.4,95.1,7,87.2,B
875,1.8,62.7,4.1,59.7,F
876,1.3,80.7,7.8,67.4,D
877,14.9,78.8,8.3,77.6,C
878,13.5,100,5,82.2,B
879,14.3,90.2,7.2,80.4,B
880,14.8,70.9,6.6,74.5,C
881,16.6,79.3,6.8,80.8,B
882,21.6,100,7.6,86.8,B
883,7.2,93.6,7,75.3,C
884,6.8,74,5.7,68.5,D
885,7.3,81.8,7.7,78.9,C
886,17,82.2,8.2,84.8,B
887,23.7,78.5,4.9,81.9,B
888,12,64.5,6,70.6,C
889,0,76.9,2.5,60.3,D
890,3.1,100,7.2,80.1,B
891,9.2,80.4,8.4,77.3,C
892,11.1,83.8,5.5,78.9,C
893,12.1,86.7,6.3,73.8,C
894,15.3,100,5.6,81.7,B
895,12.8,85.1,5.2,77.4,C
896,22.3,98.1,6.5,91.3,A
897,10.3,77.8,4.4,78.2,C
898,9,81.9,5.5,67.4,D
899,18.4,85.2,4.2,79.3,C
900,4.3,75.7,7.2,68.8,D
901,17.7,82.6,6.5,81.5,B
902,15.7,95.7,5.1,87.6,B
903,14,75.4,6.1,77.5,C
904,26.1,85,5.6,82,B
905,10.6,93.5,8.3,86.2,B
906,29.4,75.1,5.1,89.8,B
907,13.4,98.1,7.3,84.9,B
908,6.1,85.9,4.6,66.1,D
909,15.5,83,7.6,80.2,B
910,7.5,60.9,8.1,68.6,D
911,9.7,80.5,8.2,79.1,C
912,17.8,89.5,8.9,81,B
913,18.9,100,6.6,85.8,B
914,10.6,91.8,8.5,84.5,B
915,21.9,98.5,9.2,97.5,A
916,23.1,70.5,3.8,78.5,C
917,25.1,83.5,4.8,88,B
918,18.7,99.6,3,84.9,B
919,24.5,74.3,8.1,87.8,B
920,1.8,96.6,3,70.2,C
921,12.8,93.8,2.4,77.7,C
922,8.9,88.3,3.8,69.4,D
923,15.8,81.1,2.5,76.3,C
924,11,73.2,6.5,68.7,D
925,13.8,100,3.8,83.1,B
926,28.2,92.6,2.6,86.3,B
927,13.8,89.1,5.9,80.6,B
928,17.9,80,6,76.6,C
929,13.4,85.5,2.3,72,C
930,15.5,87,4.6,79.6,C
931,15,89.8,5.9,82.9,B
932,18.1,93.8,5.3,87,B
933,23.2,75.6,5.3,77.5,C
934,26.5,67.4,8.4,79.7,C
935,17.2,86,10,82.9,B
936,19.1,64,5.4,70.6,C
937,6.9,81.1,3.4,73.1,C
938,14.4,78.9,5.5,79.8,C
939,21.6,90.9,6.4,83.6,B
940,21.1,100,5.9,94,A
941,16.5,61.7,7.2,77.1,C
942,21.2,100,10,89,B
943,18.4,82.2,2.6,73.4,C
944,23.4,89.2,5,80.7,B
945,17,68,9.1,77.9,C
946,12.5,97,5,80.3,B
947,17.4,85.5,7.6,82.9,B
948,0,84.3,7.3,63,D
949,17.7,61.8,8.5,71.4,C
950,0,85.9,9.8,73.5,C
951,2.9,95.1,6.7,76.3,C
952,18.2,82.2,2.5,70.2,C
953,18.3,99.1,4.6,81.1,B
954,6.9,98.6,10,85.7,B
955,10,77.3,3.2,65.5,D
956,24.6,100,7,92.8,A
957,11.6,85.5,1,66.7,D
958,30.7,85.6,3.3,90.3,A
959,15,86.2,7.8,75.5,C
960,17.9,85.8,6.1,80.7,B
961,26.3,53.4,5.2,78.1,C
962,15.9,82.8,4.4,78.8,C
963,8,68.6,2,61.7,D
964,14.2,100,7.4,83.4,B
965,14.8,100,5.4,82.9,B
966,5.4,95.2,3,68,D
967,13.2,82.1,6.1,76.4,C
968,9.8,72.9,7.2,71.9,C
969,21.5,77.1,5.6,79.3,C
970,15.2,100,6.2,87.9,B
971,13,76.7,6.1,71.5,C
972,14.3,56.7,4.6,61.5,D
973,16.6,97.4,6.1,83.2,B
974,19.3,100,7.5,89.8,B
975,8,100,8.1,81.4,B
976,7.7,97.5,7.6,79.5,C
977,22.7,99.4,4.6,85,B
978,12.1,85.6,7.3,75.7,C
979,5.1,60.1,6.9,62.3,D
980,18.1,85.3,4.6,78.1,C
981,18.2,92.5,5.1,86.3,B
982,4.3,83.4,7.4,72.9,C
983,16.6,82.8,8.8,81.2,B
984,20.1,73.4,2.4,77.7,C
985,17.6,73,9.3,82,B
986,19.4,100,8.3,86.5,B
987,5.2,100,6.4,67.8,D
988,17.3,85,5.5,76.2,C
989,12.9,88.4,6.8,81.4,B
990,11.6,73.2,4.7,73.4,C
991,21.1,92.7,5.6,81,B
992,25.4,100,3,90.7,A
993,27.6,66.6,2.5,79.5,C
994,24.2,90.6,10,96.9,A
995,14.2,91.5,6.1,83.8,B
996,17.5,91.3,6.4,87.7,B
997,20.4,100,5.9,89.9,B
998,15.8,100,4.3,84.5,B
999,15.9,82.2,5.4,77,C
1000,20.8,93.1,6.2,89,B
1001,14.6,86,5.6,74.6,C
1002,9.9,77.4,4.5,70.3,C
1003,12.1,88.2,7,80.8,B
1004,19.4,93.1,6.4,90,A
1005,15,87.6,6.8,79.5,C
1006,17.4,74.4,7.4,81.6,B
1007,19.7,79.4,5.7,79.6,C
1008,12.4,79.5,5.7,77.7,C
1009,20.3,74.9,9,80.5,B
1010,17.7,88.8,4.1,82.3,B
1011,6.4,90,2.3,69.6,D
1012,25.1,96.8,7.1,88.6,B
1013,11.5,74.7,4.7,70.7,C
1014,3.4,78.1,3.8,69.2,D
1015,7.7,100,7.8,78,C
1016,7.9,83,5.7,68.2,D
1017,15.4,85.4,3.5,77.6,C
1018,13.1,82.9,9.9,76.5,C
1019,12.6,98.6,2.8,83,B
1020,19.3,99.1,5.8,91.8,A
1021,17.4,98.4,2.2,84.2,B
1022,17.2,85.3,6.5,81.4,B
1023,17.9,74.5,4.7,80.9,B
1024,19.3,100,7.6,93.7,A
1025,0.2,95.3,6,70,C
1026,12.4,79.5,8.7,82.7,B
1027,0,100,5.1,69.4,D
1028,15.3,78.6,2.8,72.5,C
1029,15,100,6.5,79.6,C
1030,22.3,100,5.5,89.8,B
1031,23.3,73.9,2.4,76.1,C
1032,16.4,92,3.9,78.7,C
1033,11.5,94.4,4.5,77.5,C
1034,18.4,100,9.1,89,B
1035,11.3,76.1,7.4,74.9,C
1036,15,100,5.3,87.5,B
1037,21.9,85.2,6.9,82.2,B
1038,11.1,70.1,1.9,68.5,D
1039,20.6,83.6,4.9,82.1,B
1040,19.7,85,6.8,84.7,B
1041,8.3,72.3,6.3,69.8,D
1042,21.8,88.7,4.9,82.1,B
1043,19.9,96.5,5.9,88.1,B
1044,15.7,87.9,6.7,83,B
1045,9.7,78.5,6,70.3,C
1046,9,83.2,7.7,71.9,C
1047,11.2,84.9,6.6,77.2,C
1048,18.8,87.6,7,86.3,B
1049,8.3,98.3,9.4,86,B
1050,18.1,88.3,7.7,88.1,B
1051,6.3,68.2,9.5,71.8,C
1052,13.6,78.3,4.7,73.1,C
1053,15.8,87,2.8,76.5,C
1054,32.1,98.5,5.7,92.7,A
1055,5.4,100,5.5,74.6,C
1056,25.3,100,8.9,95.5,A
1057,16,86.6,3.7,76.9,C
1058,17.9,94.2,5.8,84.6,B
1059,15.8,67.5,6.8,70.2,C
1060,18.1,90.2,6.2,80,B
1061,13.9,72.1,5.7,75.5,C
1062,25.2,84.2,6.7,84.8,B
1063,11.8,100,8.2,82.6,B
1064,22.9,88.6,9.1,90.3,A
1065,10.5,74.6,6.1,69.2,D
1066,14.6,89.9,4.4,81.9,B
1067,7.5,78.8,9.1,71.1,C
1068,18.2,73.5,3.8,74.7,C
1069,25.1,100,9.6,94.1,A
1070,14.5,97.8,8.7,86.9,B
1071,13.6,89.1,9,81.6,B
1072,7.2,80.3,7.4,73.1,C
1073,13.4,81.3,1.8,75.1,C
1074,3.9,100,3.9,71.5,C
1075,8.6,88.7,6.6,74.2,C
1076,16.6,48,4.6,64.4,D
1077,24.2,100,5.4,95,A
1078,34.7,87.2,7.2,95.8,A
1079,10.9,89.1,5.7,80.7,B
1080,25,98,3.6,87.8,B
1081,16.7,90.6,7.8,88,B
1082,13.9,94,7,83.9,B
1083,18,79.9,5.5,80.6,B
1084,15.4,70.2,7.4,71.5,C
1085,15.8,88.4,6.2,76.3,C
1086,12.1,100,8.7,88.7,B
1087,5.2,77.2,6.3,72.4,C
1088,4.2,76.3,8.6,78.2,C
1089,19.6,99.7,2.3,78.8,C
1090,13.1,79.5,6.9,78.2,C
1091,10.8,80.1,5.2,70.1,C
1092,15.1,80.5,4.3,73.2,C
1093,20.6,84.2,8.3,84.2,B
1094,16.3,66.1,7.8,76.5,C
1095,10.4,78.5,2,66.5,D
1096,23.6,87.8,7.4,88.3,B
1097,26.1,87.7,7.2,92.2,A
1098,18.5,98.9,4.6,88.3,B
1099,21.8,100,4.3,89.6,B
1100,23.7,100,2.8,88.5,B
1101,22.9,96,5.3,87.7,B
1102,19.3,83.2,5.6,79.5,C
1103,19.2,77.5,7.6,83,B
1104,18.6,85.2,6.5,79.3,C
1105,7.3,92,3.9,73.6,C
1106,19.9,94.9,6.5,83.6,B
1107,5.5,92.5,5.5,73.9,C
1108,9.4,83.5,4.1,69,D
1109,24.1,94.4,2.8,84.3,B
1110,20.9,100,7.2,88.3,B
1111,25.4,95.6,6.9,89.3,B
1112,13.1,84.6,7.1,78.6,C
1113,6.9,75,4.5,60.4,D
1114,13.3,74.7,6.3,69.1,D
1115,15.7,76.8,3.2,75.8,C
1116,15.6,88.1,4,78.6,C
1117,22.9,91.2,6.1,85.2,B
1118,12.5,68,6.5,74.6,C
1119,17.5,79,2.7,72.9,C
1120,8.1,87.9,3.9,70.6,C
1121,18.2,74.2,5.3,74.3,C
1122,15,90.2,7.9,89,B
1123,9.8,81.3,4.4,72.5,C
1124,13.3,76.3,6.3,75.6,C
1125,13.7,85.6,6.5,80.3,B
1126,13.1,89.7,5.5,73.2,C
1127,27.4,74.8,6.5,83.5,B
1128,14.3,82.1,3.3,75.6,C
1129,13.3,90.6,4.7,78.2,C
1130,0.3,75.9,8.9,74.8,C
1131,8.7,65.1,9,69.2,D
1132,13.2,66.6,7.7,75.9,C
1133,10.2,80,8.2,78.7,C
1134,24.7,69.2,2.3,76.7,C
1135,13.8,80.8,4.1,75.4,C
1136,24,100,5.4,89.6,B
1137,15.4,68.5,10,72.3,C
1138,15.3,81.6,5.4,78.3,C
1139,14.4,100,7.5,87.1,B
1140,15,89.9,6.8,83.5,B
1141,27,80.6,6.7,87.5,B
1142,0,83.1,6,70,C
1143,1,90.2,3.6,64.9,D
1144,11.2,100,0.6,79.5,C
1145,15.1,78.6,8.6,76.9,C
1146,19.8,75.9,4.8,77.6,C
1147,18.3,68.5,2.3,73.1,C
1148,12.3,86.2,6.9,77,C
1149,22.1,68.1,6.8,81.6,B
1150,22.2,79.4,7.5,83.3,B
1151,16.3,74.1,8.2,79.1,C
1152,21.7,97.9,4.2,86,B
1153,16.9,78.9,4.3,74.5,C
1154,11.1,89.8,5.4,83.8,B
1155,19.9,65.8,7.6,75.2,C
1156,15.8,86.6,1.8,68.3,D
1157,15,70.6,6.3,71.8,C
1158,25.3,79.9,7.9,87.6,B
1159,0,100,7.8,74.2,C
1160,5.1,96.2,7.4,80.4,B
1161,6.7,83.5,8.1,77.8,C
1162,12.5,100,0.5,75,C
1163,13.2,74,9.2,72.6,C
1164,4.4,99,6.7,73.1,C
1165,8.1,66.6,8.7,70.4,C
1166,9,82.1,3.7,66,D
1167,32.2,68.8,2.5,80.8,B
1168,27.6,88.1,9.6,98.2,A
1169,12.1,85.7,4.1,75.9,C
1170,12.5,81.3,5.4,75.2,C
1171,7,98.1,7.1,75.9,C
1172,1.6,78.2,7.5,69,D
1173,14.2,88.9,8.2,81.7,B
1174,8,94.8,6.4,78.6,C
1175,14.4,67.2,3.9,71.8,C
1176,3.8,76,7.4,71.8,C
1177,9.7,85.6,7.4,77.4,C
1178,16,92.6,2.4,79.7,C
1179,17.6,100,8.8,88.2,B
1180,17.9,82.4,1,77.7,C
1181,5.8,81.2,8.1,70.6,C
1182,21,74.5,4.7,77.6,C
1183,9.4,89,7.4,81.7,B
1184,19.4,81.4,7,80.9,B
1185,14.9,81.7,5.9,73.7,C
1186,5.4,83.9,6.9,71.3,C
1187,12.8,91.6,5.8,83.7,B
1188,17.6,78.2,7.4,73.4,C
1189,19.3,75.7,10,84,B
1190,14,90.2,3.3,75.1,C
1191,25.7,48.7,0,66.3,D
1192,22.1,77.8,5.2,79.7,C
1193,13.2,71.2,5,74.4,C
1194,20.3,99.4,5.2,87.4,B
1195,28.5,79.7,4.1,88.1,B
1196,28.7,78.3,7.7,92.9,A
1197,6.4,84.4,3.2,69.2,D
1198,8.5,77.9,6.9,71.6,C
1199,25.4,80.2,7.3,87.8,B
1200,7.6,86.2,6.6,76.4,C
1201,5.7,79.9,7,68,D
1202,11.6,79.8,7.9,77.6,C
1203,17.9,72.9,6.1,76.3,C
1204,14.3,71.2,5.3,71.4,C
1205,10.4,85.7,7,75,C
1206,10.3,88.7,7.2,76.4,C
1207,10,67.9,7.8,75,C
1208,8.8,94.1,2.6,72.5,C
1209,31,94.2,5.6,97.3,A
1210,17.1,96.7,3.9,82.7,B
1211,21.2,88.6,7.1,82.9,B
1212,11.6,92.6,7.5,81.6,B
1213,13.7,100,5.5,79.3,C
1214,10,81.4,4.5,74.1,C
1215,0,72.5,7.2,64.1,D
1216,5.4,66.6,5.7,67.4,D
1217,2.3,100,8.9,82.7,B
1218,0,100,9.5,72.2,C
1219,6.6,73.9,8,69.8,D
1220,24.3,76.3,6.5,79.8,C
1221,14.7,81.1,9.7,88.3,B
1222,24,99.7,6.5,90.4,A
1223,17.9,69.6,5,70.6,C
1224,20.5,61.4,4.6,79.8,C
1225,8.7,100,4.6,75.9,C
1226,18.7,88.7,6,78.3,C
1227,20.1,90.5,6.9,82.5,B
1228,11,82.5,3.2,72.2,C
1229,18.9,90.6,5.1,83.1,B
1230,19,66.8,6.4,73.5,C
1231,11.2,74.9,7.3,72.6,C
1232,7.1,86.3,5.9,73.7,C
1233,6.7,57.7,6.5,67.6,D
1234,15.6,81.4,3.5,76.2,C
1235,17.3,80.6,4.2,75.3,C
1236,9.5,81.4,5.9,72.8,C
1237,15.2,78.4,7,80.3,B
1238,19,73,6.5,83.3,B
1239,19.3,63.1,4.3,69.1,D
1240,25.9,86.7,5.5,90.6,A
1241,23.9,81.4,9,87.1,B
1242,8,68.5,7.1,64.3,D
1243,26.8,85.8,5.7,82.3,B
1244,11.3,81.5,3.9,76.5,C
1245,22.3,79.5,4.6,85.2,B
1246,15.5,59.1,6,68.4,D
1247,12.1,93.2,6.6,79.9,C
1248,2.3,70.2,7.1,60.2,D
1249,13.8,85.8,6.8,81.6,B
1250,4.1,75.3,5.3,66.4,D
1251,21.8,80.3,5,76.6,C
1252,25.6,98.8,10,97.4,A
1253,9.4,91.4,4.9,71.7,C
1254,17.1,98.6,3.4,84.1,B
1255,9.9,89,2.7,69.5,D
1256,10.6,89.8,5.3,77.6,C
1257,20.4,63.6,7.9,75.7,C
1258,14.7,81.2,4.8,69,D
1259,27.2,82.3,9,93.7,A
1260,11.6,99.7,6,84.9,B
1261,22,78.9,8.2,83.2,B
1262,15.7,88.2,4.5,79.7,C
1263,20.6,87.7,4.5,83.7,B
1264,11.9,98.9,6.2,83.3,B
1265,14.7,83.4,7,84.5,B
1266,14.2,94.9,5.6,82.8,B
1267,9.1,64.5,6.6,66.9,D
1268,19.6,65.6,7.2,78.2,C
1269,19.6,57.6,3.2,67.9,D
1270,19.2,94.4,5.3,81.5,B
1271,25.8,93.1,5,92.4,A
1272,25.1,95.8,5.1,91,A
1273,12.4,76.9,6.8,69.5,D
1274,17.6,78.2,5,75.3,C
1275,10.6,83.5,2,72.7,C
1276,15.2,100,5.5,79.3,C
1277,10.8,100,3.9,76.5,C
1278,26.3,94.5,7,100,A
1279,17.5,89,7.6,83.3,B
1280,13.5,100,1.7,81.3,B
1281,23.4,81.9,4.5,86.9,B
1282,0,80.3,6.7,64.2,D
1283,0.9,83.5,3.2,65.3,D
1284,20.6,73.3,7.6,87.1,B
1285,15.4,82.9,8.1,82.5,B
1286,16.8,71.6,5.7,82.2,B
1287,5.7,97.3,4.5,72.7,C
1288,14.8,91.5,1.4,81.1,B
1289,29,100,7.6,97,A
1290,20.8,65.4,10,80.2,B
1291,16.2,100,9.6,91.6,A
1292,11.9,66.1,5.6,69.1,D
1293,12.2,70.6,3.8,68.9,D
1294,0.1,77.6,7.7,68.7,D
1295,16.8,100,5.7,80.1,B
1296,20.9,87.7,7,83.2,B
1297,4,82.1,6.6,72.6,C
1298,10.4,75.5,6.2,75.4,C
1299,6.9,68.5,8.1,70.6,C
1300,8.2,98.6,8.1,82.3,B
1301,15.4,94.6,5,82.7,B
1302,0.4,100,4.2,74.2,C
1303,19.3,89.8,1,73.7,C
1304,20.3,53.3,5.3,69.2,D
1305,13.2,70.1,3.8,69.5,D
1306,0,90.6,6.8,71.4,C
1307,8,80.6,5.3,65.1,D
1308,23.6,78.3,5.5,78.8,C
1309,0,71.8,7.6,64.9,D
1310,12.6,96.4,6.8,85.3,B
1311,6.7,90.5,5.8,73.3,C
1312,20.6,91,9.4,87.5,B
1313,10.3,77.4,7.5,76.1,C
1314,17.8,87.1,5.2,80,B
1315,19,68.9,5.3,78,C
1316,27.9,83.4,7.6,89.4,B
1317,13.6,54.7,6.4,64.2,D
1318,17.6,66.2,3.8,75.8,C
1319,4.6,81.1,7.8,75.7,C
1320,23.3,100,8.5,90.9,A
1321,9.7,63.4,8.4,71.3,C
1322,11.1,70.1,9.1,73.5,C
1323,14.8,87.6,10,86.5,B
1324,4.1,100,9.5,77.8,C
1325,16.6,87.4,6.7,84.6,B
1326,21.8,93.4,5.6,90.2,A
1327,17.1,80.9,2.3,71.9,C
1328,3.9,78.9,6,68.7,D
1329,14.1,86,7,83.6,B
1330,20.2,77.1,6.1,77.2,C
1331,1.9,93.7,2.2,65.8,D
1332,7.5,65.7,5.4,67.8,D
1333,21.1,95.7,7.3,88.6,B
1334,16.9,85.5,3.9,73.4,C
1335,17.9,82.4,6.3,79.7,C
1336,28,65.3,6.9,88,B
1337,18.3,73.2,8.2,86.1,B
1338,19.6,99.4,9.4,89.9,B
1339,34,82.5,5.2,88.7,B
1340,13.5,88.3,6.4,78.2,C
1341,9.4,74.4,6.4,77,C
1342,18,84.7,7.3,85.3,B
1343,18.1,68.5,7.1,81.1,B
1344,11.3,86.2,8.9,83.1,B
1345,7.8,89.4,1.3,65.7,D
1346,31.2,88.8,6.8,90.7,A
1347,17.3,74.2,7,75.9,C
1348,9.9,80.9,5.5,71.6,C
1349,21.4,91.4,1.5,78.7,C
1350,14.2,82.5,5.9,75.7,C
1351,13.2,81.6,4.6,76.7,C
1352,18.9,100,9.4,91.8,A
1353,6,73.6,6.8,72.7,C
1354,17.5,98,4.4,84.4,B
1355,28.4,71.1,1.9,77.1,C
1356,18.3,92.9,7.2,86.3,B
1357,12.4,93.5,7.4,77.3,C
1358,11.5,78.9,5.6,66.7,D
1359,12.1,70.4,7.2,75,C
1360,13.2,61.4,5.3,71.4,C
1361,12.4,77.6,8.1,77.2,C
1362,21.4,91.3,8,87.3,B
1363,2.9,72.1,2.7,57.3,F
1364,21,86.2,3.2,84.1,B
1365,12.3,67.3,10,77,C
1366,17.6,82.2,7.9,83.1,B
1367,7.1,71.2,3.5,65.1,D
1368,24.3,84.1,2.9,80.5,B
1369,23.7,79,6.4,80.6,B
1370,21.7,70.7,3.7,77,C
1371,4.4,77.1,5.4,65.9,D
1372,20.8,73.8,5.9,78,C
1373,17.8,69.2,5.8,80.4,B
1374,3.8,98,8.3,77.9,C
1375,14.8,80.7,9.7,74.4,C
1376,17.6,58.6,5,68.7,D
1377,18.9,77.5,3.7,73.6,C
1378,16.2,96,6.8,84.4,B
1379,17,75.9,9.3,76.9,C
1380,25.3,100,5.2,92.5,A
1381,23.6,74.7,7.7,82.9,B
1382,0,91,4.3,66.5,D
1383,12.8,97.4,6,82.4,B
1384,13.8,90.4,3.7,77.1,C
1385,2.7,68.5,6,63.5,D
1386,15.7,73.7,5.8,74.5,C
1387,23.7,99,7.2,92.1,A
1388,7.4,75.3,9.6,75.2,C
1389,17.4,96.7,5.2,84.8,B
1390,8.6,79.8,2,71,C
1391,10.3,86.7,5.6,74,C
1392,25.3,68.4,6.6,82.3,B
1393,11.2,77.7,6.4,81.4,B
1394,18.2,74.5,5.7,77.2,C
1395,1.9,87.7,9,73.8,C
1396,28,86.1,6.3,85.8,B
1397,19.2,90.6,5.8,81.8,B
1398,13.7,79.1,4.4,73.8,C
1399,19,73.8,2.5,75.5,C
1400,5.1,87.2,6.7,75.2,C
1401,23.3,72.6,6.5,82.4,B
1402,12.7,97.9,3.9,81.9,B
1403,13.6,83.6,5.9,74.4,C
1404,11.6,81.1,5.7,76.2,C
1405,10.9,90.5,4.8,76.5,C
1406,19.9,84.1,4.4,80.8,B
1407,16.8,65.1,6.8,73.1,C
1408,19.6,72.3,5.5,74.5,C
1409,14.9,97.7,4.8,78.5,C
1410,18.6,86,4.3,81,B
1411,12.1,64.8,5.7,70.8,C
1412,30.6,89.2,7.8,94.1,A
1413,4,78.3,6.4,68.9,D
1414,23.8,74.5,5.5,79.2,C
1415,24.6,71.3,6.6,83.5,B
1416,9,97,8.7,82.4,B
1417,30.6,61.4,7,82.3,B
1418,22,74.9,6.5,83.9,B
1419,21.8,86.4,7.3,88.1,B
1420,15.2,100,5.7,79.6,C
1421,13.5,91.6,6.4,80.9,B
1422,13.5,74.8,5,70.2,C
1423,17.7,100,2.9,83.2,B
1424,24.8,68.7,6.7,71.9,C
1425,16.3,88.2,6.7,82.6,B
1426,8.6,90.9,5.4,77.8,C
1427,20.8,74.4,8.1,81.7,B
1428,21.4,93.4,4.6,81.7,B
1429,19.6,78.8,2.5,81.9,B
1430,20.2,93.3,4.6,87.8,B
1431,13.1,62.9,2.9,64.4,D
1432,8.5,89,6.7,75.6,C
1433,8.9,80.1,4.5,65,D
1434,3.6,98.8,8,79.2,C
1435,16.7,84.5,7.9,78.3,C
1436,14.4,100,4.2,83.8,B
1437,11.9,91.1,4.4,80.1,B
1438,0,83.5,7.1,68.3,D
1439,6.3,94.5,8,75.1,C
1440,22.8,94.5,2,87.3,B
1441,10.3,90.7,6.6,78.3,C
1442,17.5,57.5,1.6,66,D
1443,5.3,73.2,4.9,63.4,D
1444,25.1,100,8.2,95.2,A
1445,14,69.9,10,77.1,C
1446,17,95.6,5.5,79.8,C
1447,31.3,93.5,3.5,95.3,A
